tmdbid,Lookup ID,URL,Featured Review
186992,186992-stranger-by-the-lake,https://www.themoviedb.org/movie/186992-stranger-by-the-lake,"A rather well shot, but pedestrian affair about good-looking young man ""Franck"" who frequents a gay cruising area on a lake shore and falls for a stranger. Around the same time, an ex-lover of the stranger is found drowned. What makes this film interesting is that both we, and him, know what happened and yet he decidedly refuses to co-operate with the police and puts himself and others at considerable risk. Is it infatuation or indifference or both? This is an oddly arid piece of cinema. At best it shows this cruising community as indifferent to the crime; and worst to a callousness that is qui...read the rest."
130150,130150-labor-day,https://www.themoviedb.org/movie/130150-labor-day,Menaced by a fugitive or relishing a Godsend in New Hampshire?
157841,157841-the-young-and-prodigious-ts-spivet,https://www.themoviedb.org/movie/157841-the-young-and-prodigious-ts-spivet,"Sure, everyone finds their pine tree."
152760,152760-the-monuments-men,https://www.themoviedb.org/movie/152760-the-monuments-men,"George Clooney starred, co-wrote and directed this interesting wartime drama. It centres around an elite squad sent to try to rescue precious works of art from the retreating Nazi war machine. Not elite in an SAS or SEAL type military sense, but dedicated to identifying and preserving these artefacts that could be anything from a small painting to a life-sized statue. Historically and logistically it is all over the place, but it has a feel-good sentiment to it for the most part. It focusses on another quite visceral, but perhaps less often considered aspect of the atrocities to posterity carri...read the rest."
137106,137106-the-lego-movie,https://www.themoviedb.org/movie/137106-the-lego-movie,"Excellent movie for Legos ;) . Great for the whole family as well as adults. I had quite a few chuckles from this film and enjoyed it the whole way. Animation was great and the movie had a fairly decent plot as well. I give it 2 thumbs up, I could see myself watching this a second or third time with the familiy."
97020,97020-robocop,https://www.themoviedb.org/movie/97020-robocop,"I must confess that, when I sat down to watch this movie, I was prepared to be disappointed. Well, it was not as bad as I feared but I was not really impressed either. There are some good parts in the movie and, of course, the special effects are more up to todays standards. However it lacks a lot of the appeal, the over the top gory violence and the cartoonish wow-factor that the original has. I guess it is because they wanted that silly PG-13 rating in the hope of raking in more cash. It is not the first time Hollywood greed have ruined a good movie unfortunately."
209247,209247-the-art-of-the-steal,https://www.themoviedb.org/movie/209247-the-art-of-the-steal,The two half-brothers and the art heist.
144336,144336-sabotage,https://www.themoviedb.org/movie/144336-sabotage,"I cannot help but wonder if this movie would have gotten better reviews if Schwarzenegger had not been cast in the lead role. I get the feeling that people had certain expectations due to the choice of actor. In any case, the ridiculously low one and two star ratings are rubbish. They are utterly undeserved as far as I am concerned."
141043,141043-long-way-down-a,https://www.themoviedb.org/movie/141043-long-way-down-a,A dark comedy movie from the Britain which was partially based on a novel of the same name. The second movie together for the rising stars Imogen Poots and Aaron Paul after 'Need for Speed'. The trailer was one of the reasons I watch this movie. It created an interest in me for some uniqueness in its theme. But in the end when I watched the movie now it did not last much longer.
157834,157834-the-zero-theorem,https://www.themoviedb.org/movie/157834-the-zero-theorem,A gamer and his scientific goal.
226857,226857-endless-love,https://www.themoviedb.org/movie/226857-endless-love,"On Valentines Day in 2014, Universal released the second adaptation of Endless Love, Scott Spencer's 1979 National Book Award nominated novel. The 1981 film adaptation received 6 Golden Raspberry nominations, so it is fair to say that Spencer's novel didn't lend itself well to screen the first time around."
157847,157847-joe,https://www.themoviedb.org/movie/157847-joe,"RELEASED IN 2013 and directed by David Gordon Green, “Joe” chronicles events in the heart of Texas when a goodhearted-but-flawed ex-con, Joe (Nicolas Cage), befriends a 15 year-old poor kid (Tye Sheridan) from a dysfunctional family headed by a hopeless alcoholic (Gary Poulter). Ronnie Gene Blevins plays Joe’s rival while Adriene Mishler plays Joe’s maybe babe. Aj Wilson McPhaul is on hand as the likable police chief."
98162,98162-the-painting,https://www.themoviedb.org/movie/98162-the-painting,"Le Tableau is a rather clever pastiche of Romeo and Juliet and The Wizard of Oz. It’s also a palimpsest, rich in content and meaning below the surface. Star-crossed lovers Ramo (Adrien Larmande) and Claire (Chloé Berthier), must hide their romance, not because of their surnames, but as a result of differences in class and religion."
222899,222899-about-last-night,https://www.themoviedb.org/movie/222899-about-last-night,This movie is so hilarious. I laugh throughout the movie constantly. One of my favorite Kevin Hart movies.
120467,120467-the-grand-budapest-hotel,https://www.themoviedb.org/movie/120467-the-grand-budapest-hotel,"Wes Anderson's THE GRAND BUDAPEST HOTEL is the director's celebration of Central Europe culture and fashion in the years between the World Wars, and an elegy for what was lost with the rise of fascism and communism. Set in 1932 in a fictional country called Zubrowka, the streets, military regalia and (ersatz) German names we are shown could have come from anywhere between Germany and Estonia. Its protagonist Gustave H. (Ralph Fiennes) is a concierge at the eponymous luxury hotel, the splendour of which disappeared, we are told, with World War II. Gustave H. is known publicly as one of the best...read the rest."
201086,201086-cuban-fury,https://www.themoviedb.org/movie/201086-cuban-fury,"The game is on, on the salsa floor."
220286,220286-grand-piano,https://www.themoviedb.org/movie/220286-grand-piano,"A pianist is returning to the stage, but he does not seem so sure that this is a good thing. When he sits down to play, he notices some weird red writing in his playbook. Apparently someone is watching him a bit more closely than the rest, and is in fact ready to kill him and his girlfriend, if he does not play correctly."
225565,225565-that-awkward-moment,https://www.themoviedb.org/movie/225565-that-awkward-moment,"This movie is about three girls who are dating (other people... not each other), wait... that's not right, they are boys, who act like girls. Ok, lets start over. This is a movie about three boys finding life hard and troublesome, especially dating, since none of them can get girls, dammit, that's not right either. These guys can have whoever they like, and does, but they still complain and discuss the most amazingly childish things, in the most excrutiating and painful way."
158908,158908-the-inevitable-defeat-of-mister-pete,https://www.themoviedb.org/movie/158908-the-inevitable-defeat-of-mister-pete,"Between the parent's absence and the child protective service, the struggle lies!"
157336,157336-interstellar,https://www.themoviedb.org/movie/157336-interstellar,"As humanity faces an existential crisis, farmer ""Cooper"" (Matthew McConaughey) and his family are fighting a losing battle against an environment determined to destroy what is left of their corn crop. Mystery arrives after a sand storm leaves some magnetic clues to a secret location inhabited by NASA scientists led by ""Brand"" (Sir Michael Caine) who manage to convince former pilot ""Coop"" to join a mission to go into space and, using a recently detected wormhole that he believes may have been deliberately sent to help mankind rescue itself, set off to find another home for us all. Leaving a seri...read the rest."
225574,225574-non-stop,https://www.themoviedb.org/movie/225574-non-stop,Generally speaking I like Liam Neeson so when a movie comes out with him in it I generally get it without too many questions asked. It has been a somewhat varied experience. This one is somewhere in the middle of the range I would say. I did indeed have higher hopes for it.
53182,53182-300-rise-of-an-empire,https://www.themoviedb.org/movie/53182-300-rise-of-an-empire,This is one of these movies which will always have its detractors because it is not historically correct. There are certain movies in which you expect a certain amount of historical accuracy and there are certain movies where you do not. This is one of the latter. You must be out of your mind if you ever expected any great deal of historical accuracy from this movie (or any Hollywood production nowadays for that matter). Therefore it pains me to see the reviews that slams this movie with a one-star rating and moans about how it is screwing with the (their) history. I would certainly not call th...read the rest.
242076,242076-the-bag-man,https://www.themoviedb.org/movie/242076-the-bag-man,A mystery bag in the hands of an obedient man!
82703,82703-mr-peabody-sherman,https://www.themoviedb.org/movie/82703-mr-peabody-sherman,"I'm not a big fan of the loser-hero, boy-centric themes in this one, however the animation and sound is high quality and worth the watch."
97370,97370-under-the-skin,https://www.themoviedb.org/movie/97370-under-the-skin,The lady from the white van.
136797,136797-need-for-speed,https://www.themoviedb.org/movie/136797-need-for-speed,"Need for Speed isn’t mind-blowing or innovative, but with a stellar cast and great stunts, it’s still an entertaining and exciting movie!"
242042,242042-barefoot,https://www.themoviedb.org/movie/242042-barefoot,Evan Rachel Wood is angelic in this quirky Indie road movie
209403,209403-bad-words,https://www.themoviedb.org/movie/209403-bad-words,"Good lie, bad words and ugly truth."
235260,235260-son-of-god,https://www.themoviedb.org/movie/235260-son-of-god,"OK, this might be bias in comparison...but not for the back and forth that you're reading in most of the reviews."
100402,100402-captain-america-the-winter-soldier,https://www.themoviedb.org/movie/100402-captain-america-the-winter-soldier,"The Winter Soldier has all the action, quirky one-liners, and bold adventure that we have come to expect of a Marvel movie."
209276,209276-starred-up,https://www.themoviedb.org/movie/209276-starred-up,"The latest British prison movie, which was partially based on the true story. The whole movie was shot inside a prison evolving into depicting the prison life. When a young, but a violent crime offender, Eric been transformed into an adult penitentiary, he meets his compeer. His strength will be tested against his counterparts who are two times older than him. The young fellow all prepared to face the most dangerous criminals from the country. Thus his restless days begin to fight for survival. He signs for therapy meet which is forced by his father who is also an inmate. Like all the father, t...read the rest."
86834,86834-noah,https://www.themoviedb.org/movie/86834-noah,"Let me make it clear from the beginning, I do not care if a movie like this is 100% true to the bible and I could not care less about the creationist fanatics moaning about how this and that movie is telling the wrong story or is distorting their religion. But this attempt to re-tell the story is just bad."
227783,227783-the-nut-job,https://www.themoviedb.org/movie/227783-the-nut-job,"Horrible watch, won't watch again, and can't recommend, even for younger audiences."
188207,188207-the-legend-of-hercules,https://www.themoviedb.org/movie/188207-the-legend-of-hercules,"You know what, the movie's visual effects were better than its actors. The acceptable stunts and graphics for a B movie, but the let down came from the performances. I don't know what happened to the director, he used to make the better movies in his early career and now he lost his way. Maybe the big stars don't believe in him that may lead him to recruit second stream actors."
192134,192134-dom-hemingway,https://www.themoviedb.org/movie/192134-dom-hemingway,An ex-con caught between in his old life and to adapt a new one.
200505,200505-draft-day,https://www.themoviedb.org/movie/200505-draft-day,Never bet against Kevin Costner!
180299,180299-the-raid-2-berandal,https://www.themoviedb.org/movie/180299-the-raid-2-berandal,"A lot more involved than the originalRaidfilm, with a more complex story taking place over more time and in more places. Sounds great, but I think the smaller, contained tale of the original actually served the premise better. But make no mistake,The Raid 2isawesome. It provokes more discussion than the original, and the fight scenes (which let's be honest, is 100% the reason we're all here) areabsolutelyup to specs."
102382,102382-the-amazing-spider-man-2,https://www.themoviedb.org/movie/102382-the-amazing-spider-man-2,The story is predictable and with zero neurons on it but Garfield and Stone connection is good and the comedy moments sort of enjoyable.
157832,157832-calvary,https://www.themoviedb.org/movie/157832-calvary,The cast is great. Quite an ensemble with Gleeson delivering yet another fantastic performance. The photography and landscapes are beautiful ... but that's about it.
249660,249660-gods-not-dead,https://www.themoviedb.org/movie/249660-gods-not-dead,Christian propaganda trash. An embarrassment to the word 'movie'.
244509,244509-cold-in-july,https://www.themoviedb.org/movie/244509-cold-in-july,"All right, boys, it's Howdy Doody time."
172385,172385-rio-2,https://www.themoviedb.org/movie/172385-rio-2,"Naught terrible about it, but 'Rio 2' is a boring - if colourful and well meant - follow-up to the 2011 original."
214314,214314-bears,https://www.themoviedb.org/movie/214314-bears,A mom and her three cubs' life journey.
157353,157353-transcendence,https://www.themoviedb.org/movie/157353-transcendence,flat as empty paper
193610,193610-the-other-woman,https://www.themoviedb.org/movie/193610-the-other-woman,"Boring, decent ending though."
184345,184345-haunted-house-2-a,https://www.themoviedb.org/movie/184345-haunted-house-2-a,"Really good watch, could watch again, and can recommend."
210479,210479-locke,https://www.themoviedb.org/movie/210479-locke,"Locke precariously drives down the road of crushing solitude. Concrete. A highly versatile construction material that harnesses strength and durability as aspects of its properties. Impact and fire resistant. A common element for brutalist architecture. And just like the eponymous construction foreman, all it takes is for one mistake. The most minuscule of errors, before an erected building collapses. Unable to withstand the misjudgement of its foundations. Locke, as he drives his tissue-littered BMW X5 from Birmingham to London, must confront unintentional accidents that have caused his mental...read the rest."
76649,76649-pompeii,https://www.themoviedb.org/movie/76649-pompeii,"For being a Hollywood attempt at ancient, non-American, drama this is a decent enough piece of entertainment. Unfortunately, as is too often the case when Hollywood tries to make these kind of movies these days, it is also underdeveloped, shallow and somewhat cheesy."
195589,195589-neighbors,https://www.themoviedb.org/movie/195589-neighbors,All aboard the familiar express that's bound for averageville.
252680,252680-moms-night-out,https://www.themoviedb.org/movie/252680-moms-night-out,The mothers' adventure on the night of Mother's Day.
240832,240832-lucy,https://www.themoviedb.org/movie/240832-lucy,"Ignorance brings chaos, not knowledge."
127585,127585-x-men-days-of-future-past,https://www.themoviedb.org/movie/127585-x-men-days-of-future-past,"This is a good and very enjoyable movie which, to me, was a bit surprising since I generally find that time travel is akin to sticking your foot in some messy and smelly stuff. It almost always screws up the movie in some way or another. This one was not without its faults but it did survive becoming too screwed up by it."
124905,124905-godzilla,https://www.themoviedb.org/movie/124905-godzilla,"Muito bom.
Mas tem partes que é uma seca."
187596,187596-walk-of-shame,https://www.themoviedb.org/movie/187596-walk-of-shame,"Director Steven Brill’s last film was my least favorite movie of 2013 (Movie 43), so expectations were not exactly sky high for Walk of Shame. At first glance, the comedy starring Elizabeth Banks appears to be a mix between The Hangover and Anchorman. Unfortunately, it lacks the jokes or the charm that the former two films had."
188166,188166-blue-ruin,https://www.themoviedb.org/movie/188166-blue-ruin,"I wasn't introduced to Jeremy Saulnier untilGreen Room, and though I do think that was most certainly a superior film, it's clear to me now as I work backwards through his filmography that the guy has always had a talent."
192132,192132-palo-alto,https://www.themoviedb.org/movie/192132-palo-alto,"Jack Kilmer makes a decent debut in this otherwise unimpressive coming-of-age film. Unfortunately, this film follows almost word-for-word many films before it. The few unique elements are quirky and fail to match the style and writing of the rest."
212231,212231-kid-cannabis,https://www.themoviedb.org/movie/212231-kid-cannabis,"Theme about the youngsters are always soaring with high commercial elements with lots of comedy that hardly brings any smile on us. This was one of the teen movie based on the true story of the two friends which is mostly uninspiring, but a well told story."
232672,232672-blended,https://www.themoviedb.org/movie/232672-blended,"The third time this pair had come together for a movie and it does not look good at all. The movie can be enjoyed for its comedy, not for anyone's performance. The location (South Africa) was good, but not exposed well, instead make fun out of it which was expected."
169853,169853-12-oclock-boys,https://www.themoviedb.org/movie/169853-12-oclock-boys,A pretty unique and interesting look at urban life about some dirt-bikers in Baltimore. Which of course is most known for being the main ground for the TV-series THE WIRE.
102651,102651-maleficent,https://www.themoviedb.org/movie/102651-maleficent,When I first read about this movie I was not entirely sure whether I liked the idea or not. After having watched it I have to say that I really liked it. It is a nice fairy tale based on the Sleeping Beauty but from the perspective of the evil fairy (who is not really that evil actually) instead. As far as I am concerned the concept worked surprisingly well.
192149,192149-the-two-faces-of-january,https://www.themoviedb.org/movie/192149-the-two-faces-of-january,"""Chester"" (Viggo Mortensen) and wife ""Colette"" (Kirsten Dunst) are holidaying in Athens when they encounter the charismatic guide ""Rydal"" (Oscar Isaac). After a pleasant evening together, the couple return to their hotel where he is accosted by a private detective who subsequently has an accident! ""Rydal"" makes a visit to their hotel and is soon embroiled in the disposal of the body and in a scheme that will get them fake passports and out of the country. Meantime, as is obvious from the start, the guide is completely smitten with ""Colette"" and as that relationship starts to smoulder, it causes...read the rest."
254474,254474-zombeavers,https://www.themoviedb.org/movie/254474-zombeavers,Why did the Beaver cross the road?
51543,51543-the-passage,https://www.themoviedb.org/movie/51543-the-passage,"Malcom McDowall manages to portray the epitome of Nazi SS nastiness in this story with a worryingly natural aplomb! He is leading a party pursuing James Mason (""Prof. Bergson"") who, alongside his family, is being smuggled from France into Spain by the wily shepherd Anthony Quinn. Their journey is fraught with danger as they must cross the inhospitable terrain of the Pyrenee mountains with snow up to their thighs - whilst McDowall (""Capt. Von Berkow"") uses just about every brutal technique in the book to strike fear into everyone who has seen/helped them as he tries to apprehend the professor. T...read the rest."
188161,188161-a-million-ways-to-die-in-the-west,https://www.themoviedb.org/movie/188161-a-million-ways-to-die-in-the-west,Stupid and funny movie with a well chosen cast. Charlize Theron is not too confortable in the comedy formula but it doesn't work completely bad.
137113,137113-edge-of-tomorrow,https://www.themoviedb.org/movie/137113-edge-of-tomorrow,Resetting the day.
177677,177677-mission-impossible---rogue-nation,https://www.themoviedb.org/movie/177677-mission-impossible---rogue-nation,"Some over-stuffed blockbuster actioners boldly boast their explosive and invigorating productions with dynamic glee. Well, the ‘Mission: Impossible’ film franchise echoes this same sentiment, with flashy fifty-something star Tom Cruise still carrying that boyish exuberance that never seems to miss a beat, and can breathe a sigh of relief because the latest chapter will not disappoint in its adventurous, adrenaline-rushing skin. Yes, Cruise is back as IMF super spy stud Ethan Hunt in writer-director Christopher McQuarrie’s power-surging ‘Mission: Impossible-Rogue Nation’. Notoriously slick, ambi...read the rest."
222935,222935-the-fault-in-our-stars,https://www.themoviedb.org/movie/222935-the-fault-in-our-stars,"The director might be soaring after back to back success. Interestingly, both the films dealt with writers, but the main themes were romance. He's just a two movie old and now the movie goers can expect eagerly for his next venture. This movie was based on the teen novel of the same name about a 16-years-old cancer patient."
175541,175541-black-nativity,https://www.themoviedb.org/movie/175541-black-nativity,"I was, for the most part, feeling pleasant enough about this... until that ending."
157851,157851-maps-to-the-stars,https://www.themoviedb.org/movie/157851-maps-to-the-stars,"Not about the night stars, but the Hollywood's."
187017,187017-22-jump-street,https://www.themoviedb.org/movie/187017-22-jump-street,From a review written in 2014:
156022,156022-the-equalizer,https://www.themoviedb.org/movie/156022-the-equalizer,For me this was a very entertaining vigilante flick. Denzel Washington is excellent in his role as a cold and calculating yet compassionate vigilante. The movie is slower than a lot of movies in this genre but that does not make it boring and when the action starts it is measured (for a movie in this genre) and well done.
82702,82702-how-to-train-your-dragon-2,https://www.themoviedb.org/movie/82702-how-to-train-your-dragon-2,"Like I said a couple of year ago during 'Cloudy with a Chance of Meatballs 2' review, it's a terrible title for a sequel. The host, Neil Patrick also said the same thing during the 2015 Oscars. But in the digital world, slight change in the title makes random in order. I mean on the computer and web world, it won't show in order. Even sometime it might get lost in a vast number of other titles if they dare to chance the first word in the title for a sequel. Other than that they are not stupid as many people think. That's why they highlighted 'Dragon' boldly than the rest of the words."
194662,194662-birdman-or,https://www.themoviedb.org/movie/194662-birdman-or,This film tells the story of an over-the-hill actor called Riggan Thomson (brilliantly portrayed by Michael Keaton) who was once the star of a superhero blockbuster franchise known as 'Birdman'. We are shown his journey into making a Broadway production starting with the initial rehearsals and read-throughs. What follows is a brilliant exploration of celebrity culture in an intriguing and satirical way.
85350,85350-boyhood,https://www.themoviedb.org/movie/85350-boyhood,Richard Linklater's 'Boyhood' is a brilliant film about life and the struggle to find meaning. It follows a family through a twelve year period as they endure situations and tackle obstacles together. The main technical aspect of the film is a very controversial and memorable one as Linklater hired his main actors and continued to follow them for twelve years thus adding to the realism of the feature adding much poignancy to the themes. The overall direction can be considered very naturalistic and simple but there are wonderful shots of natural environments such as the beautiful river that Maso...read the rest.
209451,209451-jersey-boys,https://www.themoviedb.org/movie/209451-jersey-boys,From the streetlight to the spotlight.
91314,91314-transformers-age-of-extinction,https://www.themoviedb.org/movie/91314-transformers-age-of-extinction,"I guess even Michael Bay must have realised that by the fourth outing, this franchise needed refreshing. To that end, the previously long-suffering cast have been allowed to hang up their screwdrivers and a new set of characters have been drafted in. They are led by ""Cade"" (an enthusiastic Mark Wahlberg). Now he just happens to buy an old truck and it just happens to turn out to be the long lost ""Optimus Prime"". Of course, there are still agencies hunting for the robots and soon he and daughter ""Tessa"" (Nicola Peltz Beckham) are on the run from a militia controlled by the manipulative industria...read the rest."
171372,171372-frank,https://www.themoviedb.org/movie/171372-frank,"Where to start with this movie, withFrank? Should I start with describing the man inside the giant head, or maybe the very head itself? I could also try and describe the plot, or maybe the music, the weird wonderful nonsense that Frank sprays from inside the head? No, perhaps it would be even better to start with the actor playing the man inside the giant head, or maybe the entire cast, who tries to cope with their friend, the world and their own problems?"
70706,70706-very-good-girls,https://www.themoviedb.org/movie/70706-very-good-girls,Love triangle when the friendship is the only thing that's standing in between.
218836,218836-planes-fire-rescue,https://www.themoviedb.org/movie/218836-planes-fire-rescue,"This movie doesn't really have anything going for it, and yet its actually great. Cool music, bright and expressive animation, fun characters, and nice visuals."
226486,226486-tammy,https://www.themoviedb.org/movie/226486-tammy,"I found TAMMY was so funny, but everyone isn't like me."
267999,267999-white-god,https://www.themoviedb.org/movie/267999-white-god,The day when the dogs stopped wagging their tails.
244786,244786-whiplash,https://www.themoviedb.org/movie/244786-whiplash,"It is less than what is described as a wonderful piece of art consisting of music, artistic performance, directing and photography. It's one of my favorite movies. This piece of art inspired me"
210577,210577-gone-girl,https://www.themoviedb.org/movie/210577-gone-girl,"An excellent film, which never leaves us comfortable and where nothing is as it seems."
119450,119450-dawn-of-the-planet-of-the-apes,https://www.themoviedb.org/movie/119450-dawn-of-the-planet-of-the-apes,"Following the outbreak of ""Simian Flu"" that has all but wiped out human civilisation, an exploration into the jungle to inspect the remnants of an old dam introduces ""Malcolm"" (Jason Clarke) - rather aggressively - to the apes that occupy the woods. ""Caesar"" (Andy Serkis) is their leader, and keen to ensure a peace so he makes it clear that each should stick to their own territory, and leave each other be. It seems the folks need the dam, though, and after a bit of toing and froing, they manage to convince the apes to allow them to try to make the dynamos work - before what's left of their city...read the rest."
123109,123109-no-one-lives,https://www.themoviedb.org/movie/123109-no-one-lives,"A pleasant surprise from WWE Studios. NO ONE LIVES is a tight, nasty genre gem from Japanese schlockmeister Ryuhei Kitamura."
184346,184346-deliver-us-from-evil,https://www.themoviedb.org/movie/184346-deliver-us-from-evil,An unusual team of two to fight the evil spirits!
253235,253235-and-so-it-goes,https://www.themoviedb.org/movie/253235-and-so-it-goes,Some arrogant men too have a soft touch inside their heart.
238636,238636-the-purge-anarchy,https://www.themoviedb.org/movie/238636-the-purge-anarchy,"WhenThe Purgewas announced, it was a hugely promising premise, that ended up being wasted in nothing more than an answer to the horror movie question of ""why don't they just call the cops?""."
214075,214075-words-and-pictures,https://www.themoviedb.org/movie/214075-words-and-pictures,"Clive Owen is a barely functioning alcoholic English teacher at a small upscale prep school, who has lost his passion for writing and teaching.  He's circling the drain of life, his job and his family relationships are hanging by a thread.  But he is still passionate about the written word and the English language even if he is having trouble connecting with most of his students"
118340,118340-guardians-of-the-galaxy,https://www.themoviedb.org/movie/118340-guardians-of-the-galaxy,This movie is more of a comedy than anything else. It is truly a comic magazine brought to life on the big screen and more focused on delivering a sequence of action scenes and laughs than anything intelligent in the form of plot or characters. I would say it is a movie for the younger audience and comic fans. Having said that I must admit that I found it rather fun to watch.
235984,235984-goliyon-ki-raasleela-ram-leela,https://www.themoviedb.org/movie/235984-goliyon-ki-raasleela-ram-leela,This is a very nice movie.
184315,184315-hercules,https://www.themoviedb.org/movie/184315-hercules,"A fairly entertaining movie but Hercules as most people know the story it is not. The movie blurb above from Paramount is at least fairly honest in calling it a “revisionist take”. Most other commercial texts talk about the legendary twelve labors and in general makes you think that Hercules is … well Hercules. Do not be fooled. Most of this movie goes to some length to portray Hercules as a normal man, unusually strong for sure but certainly no demigod, that have created the myth surrounding him himself with the help of his friends. If you are into Greek mythology and do not like it messed wit...read the rest."
231576,231576-wish-i-was-here,https://www.themoviedb.org/movie/231576-wish-i-was-here,"Really good watch, could watch again, and can recommend."
238603,238603-earth-to-echo,https://www.themoviedb.org/movie/238603-earth-to-echo,"Bad watch, probably won't watch again, and can't recommend."
239566,239566-get-on-up,https://www.themoviedb.org/movie/239566-get-on-up,"Chadwick Boseman is terrific, but 'Get on Up' is missing something that would make it a great biopic."
76757,76757-jupiter-ascending,https://www.themoviedb.org/movie/76757-jupiter-ascending,"It appears that I am going to disagree with a fair number of people when I say that I quite liked this movie. Sure, if you expect some deep story with a lot of moral cleverness in it you are going to be disappointed. This is an interesting story but one that hangs together by a fairly fine thread."
98566,98566-teenage-mutant-ninja-turtles,https://www.themoviedb.org/movie/98566-teenage-mutant-ninja-turtles,I have to say that this was a rather “meh” experience. It certainly was not an improvement over the original. Why try to rewrite a story that was actually not bad when you cannot be bothered to spend some effort on it? The new story is sloppy and it is rather clear that whoever wrote it got only two directives: Make sure that Megan Fox gets a lot of focus and if you do not know what to write then cram in some special effects. There are a lot of special effects in this movie!
227156,227156-the-giver,https://www.themoviedb.org/movie/227156-the-giver,"I like this genre of film plus with Jeff Bridges and Meryl Streep, I was expecting more.  Bridges and Streep deliver top-shelf performances it's just there is not enough of them in the film."
211067,211067-the-sacrament,https://www.themoviedb.org/movie/211067-the-sacrament,"Generous 3.0 here. I really like Ti West. House of the Devil was awesome, and Innkeepers is one of my favorite horror movies from the past few years. Knowing about the Jonestown massacre makes this one extra-creepy, and the short running time works in its favor. Gene Jones slays. Too many missteps though. The Vice angle is the only excuse I can think of for using music (they score/soundtrack their docu-shorts, I'm pretty sure) and it makes the found-footage thing way too plastic. Maybe it's just me but I can't stand pretty much any kind of ""Be careful out there boys: you wouldn't wanna walk int...read the rest."
189,189-sin-city-a-dame-to-kill-for,https://www.themoviedb.org/movie/189-sin-city-a-dame-to-kill-for,This is a movie that you have to really watch. You cannot sit and divide your time between the movie and reading a book or glancing at your tablet. Doing that would be like watching half a painting. This movie is all about the graphical presentation. Its use of live actors yet with a cartoonish black and white (emphasize on black) look with some occasional splatter of colors is absolutely marvelous. Look down and you miss something. The background voice a’la old fashioned detective story only serves to reinforce the feeling of being dumped into an old cartoon.
221902,221902-two-days-one-night,https://www.themoviedb.org/movie/221902-two-days-one-night,"Definitely good, though only thanks to Marion Cotillard's excellent performance."
220289,220289-coherence,https://www.themoviedb.org/movie/220289-coherence,"If you have an affinity for mind-bending riffs on quantum physics, you'll enjoy ""Coherence."" Most of these types of stories take the concepts of quantum mechanics (entanglement, superposition, etc.) which exist at the most microscopic--level (electrons, particles) and posit that similar effects could happen at the macro-level (real-world people and physical objects)."
180856,180856-kings-faith,https://www.themoviedb.org/movie/180856-kings-faith,This is the kind of movie that gives you hope. There is always a light at the end of the tunnel.⭐⭐⭐⭐⭐
282813,282813-the-pyramid,https://www.themoviedb.org/movie/282813-the-pyramid,"The Pyramid is a found footage movie but part of a new wave along with As Above so Below released the same year.I don't have a problem with the format, it allows the telling of a story from a different perspective to a regular film and if done right gets you closer to the event.The story is a classic horror setup, the finding of a hitherto unknown pyramid and the evil that waits within.The claustrophobic corridors and crawl spaces really work with the close camera work to ramp up the tension.Horror often relies on protagonists making stupid decision, which is often infuriating....read the rest."
256274,256274-as-above-so-below,https://www.themoviedb.org/movie/256274-as-above-so-below,"Expected very little going in and was pleasantly surprised by how much I liked it. “As Above, So Below” will keep you on the edge of your seat from start to finish. The attention to detail in this film is impressive, with each scene meticulously crafted to create a sense of unease and tension while maintaining an internal consistency unusual in the horror genre."
242090,242090-the-one-i-love,https://www.themoviedb.org/movie/242090-the-one-i-love,A unique way to let go of your marriage problems!
241848,241848-the-guest,https://www.themoviedb.org/movie/241848-the-guest,"In terms of tone and pacing,The Guestis a little bit all over the place."
204922,204922-before-i-go-to-sleep,https://www.themoviedb.org/movie/204922-before-i-go-to-sleep,"Generic thriller, with a cast that deserve to be doing better. Instead they are stuck in a predictable, silly film thinly wrapped around a poorly executed premise."
216282,216282-into-the-storm,https://www.themoviedb.org/movie/216282-into-the-storm,"Another version of the movie 'Twister'. Not because both the movies are about tornadoes, but takes place in a similar fashion where a group of twister/storm analyzers/chasers goes after their thing only to come out in a messed-up state. Forget the 'Twister', lets talk about this film. It had better effects, but that did not give the visuals like the natural occurrence, mostly they over-used it. I can call it a display for commercial purpose than reality, that's what Hollywood is famous for, isn't it?"
254191,254191-honeymoon,https://www.themoviedb.org/movie/254191-honeymoon,"A low budget horror movie from a newcomer director. In that perspective, it was a decent movie, because within the limits everything was done nicely. In fact, it was a minimal cast movie set in an isolated cabin in the woods. A simple story that is like the title, it is about a newly married couple's honeymoon. All sets off nicely to them until strange events begin to follow one after another. How the couple manages to come off of it, or do they is the rest."
154400,154400-the-drop,https://www.themoviedb.org/movie/154400-the-drop,Are you doing something desperate? Something we can't clean up this time?
246400,246400-20000-days-on-earth,https://www.themoviedb.org/movie/246400-20000-days-on-earth,"I wouldn’t hesitate to call Nick Cave a genius, especially not after watching 20,000 Days on Earth – and yet, the beauty of this biofictional film, co-written by Cave with directors Iain Forsyth and Jane Pollard, is its humility. Most movies about musicians, particularly rockstars, suffer from what we might call The Amadeus Syndrome; in contrast, 20,000 Days is a refreshing reminder that you must let inspiration find you working – and by ‘you’ I mean anyone; if Cave himself is a genius, it's not because all his ideas are right, but because he has the right idea about all ideas:"
244772,244772-the-skeleton-twins,https://www.themoviedb.org/movie/244772-the-skeleton-twins,"Twins and their failures, depression, suicide attempt, together overcoming."
